conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,code,courseTopicSimilarity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d,knowledge,sector-specific,embedded systems,"embedded systems software architectures
embedded software",,released,2025-04-11T13:10:40.497Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer systems and components with a specialised and autonomous function within a larger system or machine such as embedded systems software architectures, embedded peripherals, design principles and development tools.",0714,0.4624526
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,knowledge,cross-sector,computer programming,"GCC
Ada
ALGOL
Visual Basic .NET
Visual Basic
HyperTalk
AppleScript
Ceylon
LabVIEW
Euphoria
Subversion
OCaml
PL/I
MSVC++
Dylan
AspectJ
Korn-shell
STL
Io
Hack
Turing
Object Pascal
Curl
DIBOL
cT
KnockoutJS
bash
Seed7
Emacs Lisp
OpenCV
Rebol
Lua
BCPL
ActionScript
C shell
AWK
INTERCAL
COMAL
PowerShell
occam
Fantom
Caml
Z shell
Tcl
Squirrel-script
IDL
Gosu
Fortran
X10
AngularJS
REXX
BizTalk
ColdFusion
PostScript
TACL","GCC
Ada
ALGOL
LabVIEW
Euphoria
PL/I
MSVC++
HyperTalk
Dylan
X10
Hack
bash
Object Pascal
KnockoutJS
ColdFusion
Io
Squirrel-script
Gosu
Turing
Emacs Lisp
BizTalk
Fortran
OpenCV
cT
AppleScript
Fantom
COMAL
Kotlin
Web Design
OCaml
Seed7
Caml
Curl
occam
IDL
INTERCAL
Lua
STL
AWK
AngularJS
Visual Basic .NET
AspectJ
REXX
Visual Basic
BCPL
Rebol
PostScript
DIBOL
Korn-shell
Ceylon
TACL
C shell
Subversion
PowerShell
ActionScript
Z shell
Tcl",released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/digcomp","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms (e.g. object oriented programming, functional programming) and of programming languages.",0613,0.6833526
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/21fecc8a-392e-49ce-ac26-fb0696ccfead,skill/competence,cross-sector,create project specifications,"determine project specifications
produce detailed specifications for projects",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Define the workplan, duration, deliverables, resources and procedures a project has to follow to achieve its goals. Describe project goals, outcomes, results and implementation scenarios.",S4.1.0,0.56638396
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/237db40b-4600-47c0-837f-4a2c4f3014ab,knowledge,cross-sector,project management principles,"principles of project management
principles of project control
scope of project control principles
range of project management principles
range of project control principles
content of project management principles
scope of project management principles
content of project control principles",,released,2024-02-09T17:29:13.7Z,"The different phases of project management include the development of the overall planning, planning of resources for projects, implementation, execution, performance control, project end and the evaluation of outcome.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Different elements and phases of project management.,0413,0.45000905
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23b45aa6-a479-486d-9e6f-062cbab7c68a,knowledge,sector-specific,interfacing techniques,interface design techniques,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The techniques that relate to interfaces between models and components.,0714,0.4610903
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2450c3b3-e78e-435b-b84d-e05d984e71dc,knowledge,sector-specific,software architecture models,"software architecture patterns
software architecture frameworks",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The set of structures and models needed to understand or describe the software system, including the software elements, the relations between them and the properties of both elements and relations.",0611,0.63793683
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,knowledge,sector-specific,software frameworks,software engineering frameworks,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The software development environments or tools used to improve the efficiency of new software development by providing specific features that support and guide the development.,0613,0.63177234
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,skill/competence,sector-specific,debug software,"analyse testing results for incorrect software output
locate defects causing unexpected software output
repair computer code for software
fix computer code for software",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Repair computer code by analysing testing results, locating the defects causing the software to output an incorrect or unexpected result and remove these faults.",S5.1.0,0.48454213
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,skill/competence,sector-specific,use concurrent programming,"parallel computing
use parallel computing",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Utilise specialised ICT tools to create programs that can execute concurrent operations by splitting programs into parallel processes and, once computed, combining the outcomes together.",S5.1.0,0.5060246
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25df422a-bf0a-4f76-8631-d0be91cb8751,knowledge,cross-sector,model based system engineering,"MBSE methodology
MBSE
model based system engineering methodology",,released,2024-03-01T11:29:32.938Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Model-based systems engineering (MBSE) is a methodology for systems engineering that uses visual modelling as the primary means of communicating information. It is focused on creating and exploiting domain models as the primary means of information exchange between engineers and engineering technicians, rather than on document-based information exchange. Therefore, it eliminates the communication of unnecessary information by relying on abstract models that retain only the relevant data.",0710,0.4539786
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,knowledge,sector-specific,data mining,data scraping,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The methods of artificial intelligence, machine learning, statistics and databases used to extract content from a dataset.",0612,0.50118977
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27065048-bca8-4b0a-891a-b192b9ceadfd,knowledge,sector-specific,CAM software,"NC manufacturing software
computer-aided manufacturing software
computer aided manufacturing software
numeric control manufacturing software",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Different tools for computer-aided manufacturing (CAM) to control machinery and machine tools in the creation, modification, analysis, or optimisation as part of the manufacturing processes of workpieces.",0613,0.45388883
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326,knowledge,sector-specific,Adobe Illustrator,Adobe Illustrator CC,"Adobe Illustrator CS5
Adobe Illustrator CS3
Adobe Illustrator CS4
Adobe Illustrator CS6",released,2023-06-08T15:20:34.045Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The computer program Adobe Illustrator CC is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by the software company Adobe.,S1.12.1,0.46941078
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966,skill/competence,sector-specific,align software with system architectures,"integrate software into system frameworks
harmonise software with system architectures
coordinate software with architectural structures",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Put system design and technical specifications in line with software architecture in order to ensure the integration and interoperability between components of the system.,S5.2.1,0.56313705
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/296f6b56-de45-4aac-aa96-43e4a4864724,knowledge,sector-specific,blockchain architecture,blockchain structure,,released,2024-01-29T11:10:58.993Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The design structure of a peer-to-peer network of computers that functions as backend for systems and applications The network is constructed as a virtual machine without a central system that manages interactions among the nodes.,0612,0.46944258
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,skill/competence,cross-sector,manage database,implement database theory,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Apply database design schemes and models, define data dependencies, use query languages and database management systems (DBMS) to develop and manage databases.",S2.3.0,0.7874247
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a3a96a3-709e-4d60-81f6-d247d6933f13,skill/competence,sector-specific,manage system security,manage information security,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Analyse the critical assets of a company and identify weaknesses and vulnerabilities that lead to intrusion or attack. Apply security detection techniques. Understand cyber attack techniques and implement effective countermeasures.,S5.2.2,0.51779205
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a69d6a0-b90f-4d50-bef8-a05d6704575d,skill/competence,occupation-specific,use media software,"operate sound editing software
use image editing software
use 3D projecting software
operate media editing software
employ visual programming software",,released,2024-02-26T09:26:29.328Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use mainly visual programming software such as sound, lighting, image, capturing, motion control, UV mapping, augmented reality, virtual reality, or 3D projecting software. This software could be used for example in performing art and event applications.",S5.6.4,0.48503625
